TIMESTEP,Year,Month,State,V_HW_Tmax_F,original,,V_HW_Precipitation_inch
11/13/1977,1977,Nov,Ohio,56.39,1.73,1.277318979,3.01
11/13/1977,1977,Nov,Oklahoma,73.49,0.8,-1.697151286,0.4
11/13/1977,1977,Nov,Oregon,58.01,5.11,0,5.11
11/13/1977,1977,Nov,Pennsylvania,54.05,2.44,1.278268482,3.72
11/13/1977,1977,Nov,Rhode Island,51.35,4.65,1.753651829,6.4
11/13/1977,1977,Nov,South Carolina,69.53,0.5,1.814417494,2.31
11/13/1977,1977,Nov,South Dakota,55.67,0.45,1.334197699,1.78
11/13/1977,1977,Nov,Tennessee,65.03,2.07,-1.713352436,0.36
11/13/1977,1977,Nov,Texas,81.95,1.11,0,1.11
11/13/1977,1977,Nov,Utah,69.35,3.72,0.632522852,4.35
11/13/1977,1977,Nov,Vermont,45.77,3.37,0,3.37
11/13/1977,1977,Nov,Virginia,61.07,1.88,1.422970034,3.3
11/13/1977,1977,Nov,Washington,52.97,7.01,0,7.01
11/13/1977,1977,Nov,West Virginia,58.19,2.17,0,2.17
11/13/1977,1977,Nov,Wisconsin,48.83,1.68,1.577388262,3.26
11/13/1977,1977,Nov,Wyoming,58.73,1.84,0,1.84
12/13/1977,1977,Dec,Alabama,66.47,4.63,1.913030304,6.54
12/13/1977,1977,Dec,Arizona,68.09,0.14,0,0.14
12/13/1977,1977,Dec,Arkansas,61.97,4.73,-1.958623226,2.77
12/13/1977,1977,Dec,California,68.99,4.83,-2.131408253,2.7
12/13/1977,1977,Dec,Colorado,53.87,0.9,0,0.9
12/13/1977,1977,Dec,Connecticut,45.59,5.58,1.749992199,7.33
12/13/1977,1977,Dec,Delaware,51.89,4.48,-1.581583976,2.9
12/13/1977,1977,Dec,District of Columbia,50.09,3.94,-1.564456752,2.38
12/13/1977,1977,Dec,Florida,81.23,2.54,0,2.54
12/13/1977,1977,Dec,Georgia,69.71,3.56,-1.734505994,1.83
12/13/1977,1977,Dec,Idaho,42.53,4.49,1.094930677,5.58
12/13/1977,1977,Dec,Illinois,50.27,3.67,-1.503040962,2.17
12/13/1977,1977,Dec,Indiana,49.91,3.79,-1.478054356,2.31
12/13/1977,1977,Dec,Iowa,42.35,2.41,-1.963361456,0.45
12/13/1977,1977,Dec,Kansas,53.15,2.1,0,2.1
12/13/1977,1977,Dec,Kentucky,53.51,4.7,-1.586495717,3.11
12/13/1977,1977,Dec,Louisiana,68.99,3.97,-2.276327511,1.69
12/13/1977,1977,Dec,Maine,40.91,4.5,1.365409241,5.87
12/13/1977,1977,Dec,Maryland,52.43,4.43,1.446535456,5.88
12/13/1977,1977,Dec,Massachusetts,44.87,4.78,0,4.78
12/13/1977,1977,Dec,Michigan,40.37,3.57,0,3.57
12/13/1977,1977,Dec,Minnesota,34.43,1.25,1.611734087,2.86
12/13/1977,1977,Dec,Mississippi,67.37,5.01,2.041266881,7.05
12/13/1977,1977,Dec,Missouri,53.51,4.1,0,4.1
12/13/1977,1977,Dec,Montana,45.05,1.61,-0.836228518,0.77
12/13/1977,1977,Dec,Nebraska,49.73,0.6,-1.474480896,0.3
12/13/1977,1977,Dec,Nevada,63.59,0.76,0,0.76
12/13/1977,1977,Dec,New Hampshire,40.91,4.56,-1.507383023,3.05
12/13/1977,1977,Dec,New Jersey,49.73,4.84,-1.574216376,3.27
12/13/1977,1977,Dec,New Mexico,62.87,0.53,0.860242829,1.39
12/13/1977,1977,Dec,New York,46.31,4.18,0,4.18
12/13/1977,1977,Dec,North Carolina,61.97,4.44,-1.658813749,2.78
12/13/1977,1977,Dec,North Dakota,39.47,0.76,0,0.76
12/13/1977,1977,Dec,Ohio,49.01,3.41,1.277318979,4.69
12/13/1977,1977,Dec,Oklahoma,59.99,3.47,1.697151286,5.17
12/13/1977,1977,Dec,Oregon,56.39,9.56,0,9.56
12/13/1977,1977,Dec,Pennsylvania,47.57,4.41,1.278268482,5.69
12/13/1977,1977,Dec,Rhode Island,45.05,5.14,-1.753651829,3.39
12/13/1977,1977,Dec,South Carolina,65.39,4.06,1.814417494,5.87
12/13/1977,1977,Dec,South Dakota,45.05,0.34,-1.334197699,0.17
12/13/1977,1977,Dec,Tennessee,56.57,5.71,1.713352436,7.42
12/13/1977,1977,Dec,Texas,74.03,1.36,-1.374614157,0.68
12/13/1977,1977,Dec,Utah,56.39,0.72,0.632522852,1.35
12/13/1977,1977,Dec,Vermont,38.39,4.53,1.426016463,5.96
12/13/1977,1977,Dec,Virginia,56.03,4.33,1.422970034,5.75
12/13/1977,1977,Dec,Washington,51.71,11.26,2.555837471,13.82
12/13/1977,1977,Dec,West Virginia,50.81,4.43,1.346319937,5.78
12/13/1977,1977,Dec,Wisconsin,38.21,2.58,1.577388262,4.16
12/13/1977,1977,Dec,Wyoming,46.13,1.17,0.67124255,1.84
1/13/1978,1978,Jan,Alabama,60.17,9.44,-1.913030304,7.53
1/13/1978,1978,Jan,Arizona,67.19,2,0.826791784,2.83
1/13/1978,1978,Jan,Arkansas,50.99,5.31,0,5.31
1/13/1978,1978,Jan,California,68.09,5.56,0,5.56
1/13/1978,1978,Jan,Colorado,47.57,1.16,0.696928566,1.86
1/13/1978,1978,Jan,Connecticut,33.89,5.59,0,5.59
1/13/1978,1978,Jan,Delaware,42.71,4.88,1.581583976,6.46
1/13/1978,1978,Jan,District of Columbia,40.01,4.59,1.564456752,6.15
1/13/1978,1978,Jan,Florida,80.33,6.46,-2.59240158,3.87
1/13/1978,1978,Jan,Georgia,65.03,8.81,-1.734505994,7.08
1/13/1978,1978,Jan,Idaho,43.79,2.5,0,2.5
1/13/1978,1978,Jan,Illinois,41.63,3.02,1.503040962,4.52
1/13/1978,1978,Jan,Indiana,40.55,3.77,1.478054356,5.25
1/13/1978,1978,Jan,Iowa,33.89,1.78,0,1.78
1/13/1978,1978,Jan,Kansas,45.95,0.42,0,0.42
1/13/1978,1978,Jan,Kentucky,44.33,4.78,-1.586495717,3.19
1/13/1978,1978,Jan,Louisiana,63.05,10.53,0,10.53
1/13/1978,1978,Jan,Maine,29.03,3.35,-1.365409241,1.98
1/13/1978,1978,Jan,Maryland,43.79,4.71,1.446535456,6.16
1/13/1978,1978,Jan,Massachusetts,35.15,5.17,-1.600615098,3.57
1/13/1978,1978,Jan,Michigan,31.91,2.34,-1.143502682,1.2
1/13/1978,1978,Jan,Minnesota,25.61,1.89,0,1.89
1/13/1978,1978,Jan,Mississippi,59.81,9.51,-2.041266881,7.47
1/13/1978,1978,Jan,Missouri,44.69,2.59,1.703103189,4.29
1/13/1978,1978,Jan,Montana,39.65,1.44,0.836228518,2.28
1/13/1978,1978,Jan,Nebraska,43.25,0.56,-1.474480896,0.28
1/13/1978,1978,Jan,Nevada,62.51,1.68,0.57776999,2.26
1/13/1978,1978,Jan,New Hampshire,29.39,3.66,0,3.66
1/13/1978,1978,Jan,New Jersey,41.27,5.28,-1.574216376,3.71
1/13/1978,1978,Jan,New Mexico,57.29,0.83,0,0.83
1/13/1978,1978,Jan,New York,35.51,3.16,1.177106099,4.34
1/13/1978,1978,Jan,North Carolina,55.13,6.83,0,6.83
1/13/1978,1978,Jan,North Dakota,28.85,0.89,0,0.89
1/13/1978,1978,Jan,Ohio,38.57,3.46,0,3.46
1/13/1978,1978,Jan,Oklahoma,50.45,1.11,0,1.11
1/13/1978,1978,Jan,Oregon,56.21,4.63,-2.124200068,2.51
1/13/1978,1978,Jan,Pennsylvania,36.41,3.66,0,3.66
1/13/1978,1978,Jan,Rhode Island,34.79,6.29,1.753651829,8.04
1/13/1978,1978,Jan,South Carolina,58.91,7.53,-1.814417494,5.72
1/13/1978,1978,Jan,South Dakota,39.65,0.98,-1.334197699,0.49
1/13/1978,1978,Jan,Tennessee,48.11,6.61,-1.713352436,4.9
1/13/1978,1978,Jan,Texas,69.71,2.61,1.374614157,3.98
1/13/1978,1978,Jan,Utah,54.41,1.81,0,1.81
1/13/1978,1978,Jan,Vermont,25.43,3.18,1.426016463,4.61
1/13/1978,1978,Jan,Virginia,48.65,4.99,-1.422970034,3.57
1/13/1978,1978,Jan,Washington,51.53,6.74,2.555837471,9.3
1/13/1978,1978,Jan,West Virginia,40.01,3.95,0,3.95
1/13/1978,1978,Jan,Wisconsin,28.85,2.05,0,2.05
1/13/1978,1978,Jan,Wyoming,42.53,1.14,-0.67124255,0.47
2/13/1978,1978,Feb,Alabama,68.81,2.91,-1.913030304,1
2/13/1978,1978,Feb,Arizona,74.57,0.77,0.826791784,1.6
2/13/1978,1978,Feb,Arkansas,61.07,7.04,1.958623226,9
2/13/1978,1978,Feb,California,75.83,1.87,-2.131408253,0.94
2/13/1978,1978,Feb,Colorado,54.41,0.72,0,0.72
2/13/1978,1978,Feb,Connecticut,47.03,2.43,1.749992199,4.18
2/13/1978,1978,Feb,Delaware,53.87,1.74,1.581583976,3.32
2/13/1978,1978,Feb,District of Columbia,53.87,1.89,1.564456752,3.45
2/13/1978,1978,Feb,Florida,80.51,2.81,-2.59240158,0.22
2/13/1978,1978,Feb,Georgia,72.77,2.46,1.734505994,4.19
2/13/1978,1978,Feb,Idaho,50.45,1.94,-1.094930677,0.85
2/13/1978,1978,Feb,Illinois,51.17,3.84,1.503040962,5.34
2/13/1978,1978,Feb,Indiana,49.91,3.73,-1.478054356,2.25
2/13/1978,1978,Feb,Iowa,43.25,1.49,0,1.49
2/13/1978,1978,Feb,Kansas,53.69,1.44,0,1.44
2/13/1978,1978,Feb,Kentucky,54.05,5.58,-1.586495717,3.99
2/13/1978,1978,Feb,Louisiana,69.71,3.95,0,3.95
2/13/1978,1978,Feb,Maine,43.97,2.68,0,2.68
2/13/1978,1978,Feb,Maryland,55.13,2.01,1.446535456,3.46
2/13/1978,1978,Feb,Massachusetts,46.13,2.66,1.600615098,4.26
2/13/1978,1978,Feb,Michigan,39.65,1.76,0,1.76
2/13/1978,1978,Feb,Minnesota,35.87,0.43,0,0.43
2/13/1978,1978,Feb,Mississippi,68.27,4.37,0,4.37
2/13/1978,1978,Feb,Missouri,53.15,4.97,-1.703103189,3.27
2/13/1978,1978,Feb,Montana,48.11,0.91,-0.836228518,0.07
2/13/1978,1978,Feb,Nebraska,50.09,0.69,0,0.69
2/13/1978,1978,Feb,Nevada,71.69,0.24,0.57776999,0.82
2/13/1978,1978,Feb,New Hampshire,43.61,2.59,0,2.59
2/13/1978,1978,Feb,New Jersey,51.53,1.78,0,1.78
2/13/1978,1978,Feb,New Mexico,65.75,0.38,0.860242829,1.24
2/13/1978,1978,Feb,New York,48.47,2.23,0,2.23
2/13/1978,1978,Feb,North Carolina,64.67,2.78,0,2.78
2/13/1978,1978,Feb,North Dakota,39.83,0.16,-1.303599854,0.08
2/13/1978,1978,Feb,Ohio,50.63,3.03,-1.277318979,1.75
2/13/1978,1978,Feb,Oklahoma,58.19,3.24,0,3.24
2/13/1978,1978,Feb,Oregon,58.19,4.39,-2.124200068,2.27
2/13/1978,1978,Feb,Pennsylvania,50.81,2.46,0,2.46
2/13/1978,1978,Feb,Rhode Island,46.31,2.5,0,2.5
2/13/1978,1978,Feb,South Carolina,69.17,2.49,0,2.49
2/13/1978,1978,Feb,South Dakota,46.85,0.17,-1.334197699,0.09
2/13/1978,1978,Feb,Tennessee,58.01,5.79,1.713352436,7.5
2/13/1978,1978,Feb,Texas,79.43,1.51,-1.374614157,0.14
2/13/1978,1978,Feb,Utah,63.05,0.28,-0.632522852,0.14
2/13/1978,1978,Feb,Vermont,41.63,2.49,1.426016463,3.92
2/13/1978,1978,Feb,Virginia,59.63,2.7,0,2.7
2/13/1978,1978,Feb,Washington,52.97,6.47,2.555837471,9.03
2/13/1978,1978,Feb,West Virginia,52.61,2.92,1.346319937,4.27
2/13/1978,1978,Feb,Wisconsin,37.31,0.87,0,0.87
2/13/1978,1978,Feb,Wyoming,47.57,0.5,0.67124255,1.17
3/13/1978,1978,Mar,Alabama,78.71,3.99,-1.913030304,2.08
3/13/1978,1978,Mar,Arizona,78.35,2.14,0.826791784,2.97
3/13/1978,1978,Mar,Arkansas,75.29,2.12,1.958623226,4.08
3/13/1978,1978,Mar,California,80.15,2.34,2.131408253,4.47
3/13/1978,1978,Mar,Colorado,66.47,1.52,-0.696928566,0.82
3/13/1978,1978,Mar,Connecticut,63.95,3.19,-1.749992199,1.44
3/13/1978,1978,Mar,Delaware,69.89,2.3,0,2.3
3/13/1978,1978,Mar,District of Columbia,71.15,1.82,0,1.82
3/13/1978,1978,Mar,Florida,85.37,3.63,2.59240158,6.22
3/13/1978,1978,Mar,Georgia,82.31,2.77,-1.734505994,1.04
3/13/1978,1978,Mar,Idaho,58.91,2.81,1.094930677,3.9
3/13/1978,1978,Mar,Illinois,71.33,2.21,1.503040962,3.71
3/13/1978,1978,Mar,Indiana,70.25,3.08,1.478054356,4.56
3/13/1978,1978,Mar,Iowa,64.13,1.66,0,1.66
3/13/1978,1978,Mar,Kansas,70.07,0.71,1.62301073,2.33
3/13/1978,1978,Mar,Kentucky,72.77,3.28,1.586495717,4.87
3/13/1978,1978,Mar,Louisiana,78.35,5.26,-2.276327511,2.98
3/13/1978,1978,Mar,Maine,55.67,2.73,0,2.73
3/13/1978,1978,Mar,Maryland,72.23,2.26,1.446535456,3.71
3/13/1978,1978,Mar,Massachusetts,62.15,2.99,-1.600615098,1.39
3/13/1978,1978,Mar,Michigan,61.79,2.09,0,2.09
3/13/1978,1978,Mar,Minnesota,56.75,0.72,1.611734087,2.33
3/13/1978,1978,Mar,Mississippi,77.45,4.17,0,4.17
3/13/1978,1978,Mar,Missouri,72.05,1.9,-1.703103189,0.2
3/13/1978,1978,Mar,Montana,57.47,1.44,0,1.44
3/13/1978,1978,Mar,Nebraska,66.29,1.31,1.474480896,2.78
3/13/1978,1978,Mar,Nevada,77.45,0.86,0.57776999,1.44
3/13/1978,1978,Mar,New Hampshire,58.73,2.91,0,2.91
3/13/1978,1978,Mar,New Jersey,68.81,2.5,-1.574216376,0.93
3/13/1978,1978,Mar,New Mexico,75.83,1.18,0,1.18
3/13/1978,1978,Mar,New York,65.39,3.24,1.177106099,4.42
3/13/1978,1978,Mar,North Carolina,77.45,1.68,1.658813749,3.34
3/13/1978,1978,Mar,North Dakota,52.97,0.22,0,0.22
3/13/1978,1978,Mar,Ohio,70.43,3.52,0,3.52
3/13/1978,1978,Mar,Oklahoma,74.03,1.02,0,1.02
3/13/1978,1978,Mar,Oregon,57.29,4.61,-2.124200068,2.49
3/13/1978,1978,Mar,Pennsylvania,68.09,3.12,0,3.12
3/13/1978,1978,Mar,Rhode Island,60.89,3.17,-1.753651829,1.42
3/13/1978,1978,Mar,South Carolina,79.97,1.62,0,1.62
3/13/1978,1978,Mar,South Dakota,61.61,1.01,0,1.01
3/13/1978,1978,Mar,Tennessee,74.39,3.37,-1.713352436,1.66
3/13/1978,1978,Mar,Texas,83.75,1.6,1.374614157,2.97
3/13/1978,1978,Mar,Utah,69.53,1.97,-0.632522852,1.34
3/13/1978,1978,Mar,Vermont,57.83,2.9,1.426016463,4.33
3/13/1978,1978,Mar,Virginia,76.37,1.94,-1.422970034,0.52
3/13/1978,1978,Mar,Washington,56.39,6.27,2.555837471,8.83
3/13/1978,1978,Mar,West Virginia,71.69,3.28,1.346319937,4.63
3/13/1978,1978,Mar,Wisconsin,58.19,1.35,-1.577388262,0.68
3/13/1978,1978,Mar,Wyoming,59.09,1.22,0,1.22
4/13/1978,1978,Apr,Alabama,78.17,7.33,0,7.33
4/13/1978,1978,Apr,Arizona,87.89,0.07,0.826791784,0.9
4/13/1978,1978,Apr,Arkansas,75.83,5.96,1.958623226,7.92
4/13/1978,1978,Apr,California,89.87,0.24,2.131408253,2.37
4/13/1978,1978,Apr,Colorado,71.33,1.58,0.696928566,2.28
4/13/1978,1978,Apr,Connecticut,62.15,2.35,1.749992199,4.1
4/13/1978,1978,Apr,Delaware,66.29,3.54,1.581583976,5.12
4/13/1978,1978,Apr,District of Columbia,65.21,4.1,-1.564456752,2.54
4/13/1978,1978,Apr,Florida,89.87,5.32,0,5.32
4/13/1978,1978,Apr,Georgia,82.49,5.64,1.734505994,7.37
4/13/1978,1978,Apr,Idaho,59.99,1.25,-1.094930677,0.16
4/13/1978,1978,Apr,Illinois,70.07,5.66,0,5.66
4/13/1978,1978,Apr,Indiana,68.99,6.14,-1.478054356,4.66
4/13/1978,1978,Apr,Iowa,63.23,5.75,-1.963361456,3.79
4/13/1978,1978,Apr,Kansas,67.19,4.39,-1.62301073,2.77
4/13/1978,1978,Apr,Kentucky,72.05,5.44,0,5.44
4/13/1978,1978,Apr,Louisiana,78.71,11.45,0,11.45
4/13/1978,1978,Apr,Maine,60.17,2.57,1.365409241,3.94
4/13/1978,1978,Apr,Maryland,67.01,3.89,-1.446535456,2.44
4/13/1978,1978,Apr,Massachusetts,61.07,2.95,-1.600615098,1.35
4/13/1978,1978,Apr,Michigan,61.79,3.42,1.143502682,4.56
4/13/1978,1978,Apr,Minnesota,58.73,3.41,1.611734087,5.02
4/13/1978,1978,Apr,Mississippi,77.99,9.33,2.041266881,11.37
4/13/1978,1978,Apr,Missouri,71.51,5.36,-1.703103189,3.66
4/13/1978,1978,Apr,Montana,60.17,1.01,0,1.01
4/13/1978,1978,Apr,Nebraska,62.69,2.83,1.474480896,4.3
4/13/1978,1978,Apr,Nevada,87.17,0.09,-0.57776999,0.05
4/13/1978,1978,Apr,New Hampshire,60.53,2.6,0,2.6
4/13/1978,1978,Apr,New Jersey,64.49,2.44,1.574216376,4.01
4/13/1978,1978,Apr,New Mexico,78.89,0.67,0.860242829,1.53
4/13/1978,1978,Apr,New York,63.41,2.35,0,2.35
4/13/1978,1978,Apr,North Carolina,75.11,4.46,-1.658813749,2.8
4/13/1978,1978,Apr,North Dakota,58.37,1.47,-1.303599854,0.17
4/13/1978,1978,Apr,Ohio,68.27,5.13,1.277318979,6.41
4/13/1978,1978,Apr,Oklahoma,74.03,4.6,-1.697151286,2.9
4/13/1978,1978,Apr,Oregon,64.67,1.54,-2.124200068,0.77
4/13/1978,1978,Apr,Pennsylvania,63.77,3.28,0,3.28
4/13/1978,1978,Apr,Rhode Island,59.45,2.68,-1.753651829,0.93
4/13/1978,1978,Apr,South Carolina,78.35,4.52,1.814417494,6.33
4/13/1978,1978,Apr,South Dakota,59.09,2.31,-1.334197699,0.98
4/13/1978,1978,Apr,Tennessee,73.85,5.32,-1.713352436,3.61
4/13/1978,1978,Apr,Texas,90.77,2.25,0,2.25
4/13/1978,1978,Apr,Utah,76.55,0.19,0.632522852,0.82
4/13/1978,1978,Apr,Vermont,62.69,2.59,0,2.59
4/13/1978,1978,Apr,Virginia,71.69,4.3,1.422970034,5.72
4/13/1978,1978,Apr,Washington,60.35,3.01,2.555837471,5.57
4/13/1978,1978,Apr,West Virginia,69.17,4.5,-1.346319937,3.15
4/13/1978,1978,Apr,Wisconsin,59.63,5.34,0,5.34
4/13/1978,1978,Apr,Wyoming,57.47,0.8,0.67124255,1.47
5/13/1978,1978,May,Alabama,84.83,5.01,-1.913030304,3.1
5/13/1978,1978,May,Arizona,104.09,0.02,0,0.02
5/13/1978,1978,May,Arkansas,80.15,7.76,0,7.76
5/13/1978,1978,May,California,109.31,0.2,2.131408253,2.33
5/13/1978,1978,May,Colorado,89.51,0.65,0,0.65
5/13/1978,1978,May,Connecticut,67.73,7.09,-1.749992199,5.34
5/13/1978,1978,May,Delaware,76.01,4.85,0,4.85
5/13/1978,1978,May,District of Columbia,74.75,4.62,1.564456752,6.18
5/13/1978,1978,May,Florida,93.29,1.59,-2.59240158,0.8
5/13/1978,1978,May,Georgia,86.81,3,1.734505994,4.73
5/13/1978,1978,May,Idaho,74.93,0.3,0,0.3
5/13/1978,1978,May,Illinois,75.47,6.01,-1.503040962,4.51
5/13/1978,1978,May,Indiana,74.93,6.18,-1.478054356,4.7
5/13/1978,1978,May,Iowa,72.05,7.11,0,7.11
5/13/1978,1978,May,Kansas,80.15,2.9,1.62301073,4.52
5/13/1978,1978,May,Kentucky,76.91,5.16,0,5.16
5/13/1978,1978,May,Louisiana,83.39,7.74,-2.276327511,5.46
5/13/1978,1978,May,Maine,63.41,5.55,0,5.55
5/13/1978,1978,May,Maryland,77.09,4.82,0,4.82
5/13/1978,1978,May,Massachusetts,65.93,7.74,-1.600615098,6.14
5/13/1978,1978,May,Michigan,69.71,5.76,0,5.76
5/13/1978,1978,May,Minnesota,69.71,1.89,1.611734087,3.5
5/13/1978,1978,May,Mississippi,83.39,6.55,-2.041266881,4.51
5/13/1978,1978,May,Missouri,76.91,5.05,0,5.05
5/13/1978,1978,May,Montana,76.55,0.74,0,0.74
5/13/1978,1978,May,Nebraska,76.91,3.78,0,3.78
5/13/1978,1978,May,Nevada,103.55,0.03,0,0.03
5/13/1978,1978,May,New Hampshire,63.77,8,1.507383023,9.51
5/13/1978,1978,May,New Jersey,73.31,5.61,0,5.61
5/13/1978,1978,May,New Mexico,93.65,0.27,0,0.27
5/13/1978,1978,May,New York,69.17,7.19,1.177106099,8.37
5/13/1978,1978,May,North Carolina,81.59,3.11,-1.658813749,1.45
5/13/1978,1978,May,North Dakota,69.53,0.55,0,0.55
5/13/1978,1978,May,Ohio,73.85,6.62,-1.277318979,5.34
5/13/1978,1978,May,Oklahoma,83.93,4.02,-1.697151286,2.32
5/13/1978,1978,May,Oregon,79.97,1,0,1
5/13/1978,1978,May,Pennsylvania,72.95,6.41,0,6.41
5/13/1978,1978,May,Rhode Island,64.49,6.85,-1.753651829,5.1
5/13/1978,1978,May,South Carolina,84.47,3.03,-1.814417494,1.22
5/13/1978,1978,May,South Dakota,73.49,2.41,-1.334197699,1.08
5/13/1978,1978,May,Tennessee,78.35,5.07,1.713352436,6.78
5/13/1978,1978,May,Texas,101.39,4.24,-1.374614157,2.87
5/13/1978,1978,May,Utah,96.53,0.02,0.632522852,0.65
5/13/1978,1978,May,Vermont,64.85,7.95,-1.426016463,6.52
5/13/1978,1978,May,Virginia,81.59,3.88,0,3.88
5/13/1978,1978,May,Washington,76.73,1.35,0,1.35
5/13/1978,1978,May,West Virginia,75.65,5.16,1.346319937,6.51
5/13/1978,1978,May,Wisconsin,67.19,5.32,1.577388262,6.9
5/13/1978,1978,May,Wyoming,76.55,0.57,0.67124255,1.24
6/13/1978,1978,Jun,Alabama,89.15,5.63,1.913030304,7.54
6/13/1978,1978,Jun,Arizona,106.25,0.1,-0.826791784,0.05
6/13/1978,1978,Jun,Arkansas,87.89,2.3,0,2.3
6/13/1978,1978,Jun,California,110.39,0.49,0,0.49
6/13/1978,1978,Jun,Colorado,91.67,1.51,-0.696928566,0.81
6/13/1978,1978,Jun,Connecticut,78.89,3.23,-1.749992199,1.48
6/13/1978,1978,Jun,Delaware,85.01,1.3,-1.581583976,0.65
6/13/1978,1978,Jun,District of Columbia,84.65,0.99,-1.564456752,0.5
6/13/1978,1978,Jun,Florida,93.83,11.65,2.59240158,14.24
6/13/1978,1978,Jun,Georgia,90.95,6.77,0,6.77
6/13/1978,1978,Jun,Idaho,82.85,2.77,0,2.77
6/13/1978,1978,Jun,Illinois,85.73,3.9,1.503040962,5.4
6/13/1978,1978,Jun,Indiana,85.37,3.98,-1.478054356,2.5
6/13/1978,1978,Jun,Iowa,81.05,3.86,1.963361456,5.82
6/13/1978,1978,Jun,Kansas,88.43,4.65,-1.62301073,3.03
6/13/1978,1978,Jun,Kentucky,87.35,1.52,0,1.52
6/13/1978,1978,Jun,Louisiana,89.15,6.82,-2.276327511,4.54
6/13/1978,1978,Jun,Maine,76.19,3.47,-1.365409241,2.1
6/13/1978,1978,Jun,Maryland,86.09,1.17,-1.446535456,0.59
6/13/1978,1978,Jun,Massachusetts,77.09,3.14,0,3.14
6/13/1978,1978,Jun,Michigan,79.07,3.47,1.143502682,4.61
6/13/1978,1978,Jun,Minnesota,78.53,4.34,-1.611734087,2.73
6/13/1978,1978,Jun,Mississippi,89.15,4.04,-2.041266881,2
6/13/1978,1978,Jun,Missouri,87.35,3.41,1.703103189,5.11
6/13/1978,1978,Jun,Montana,81.77,2.72,0.836228518,3.56
6/13/1978,1978,Jun,Nebraska,83.93,2.27,0,2.27
6/13/1978,1978,Jun,Nevada,106.07,0.87,0,0.87
6/13/1978,1978,Jun,New Hampshire,76.55,4,0,4
6/13/1978,1978,Jun,New Jersey,83.21,2.04,-1.574216376,0.47
6/13/1978,1978,Jun,New Mexico,97.79,0.46,0,0.46
6/13/1978,1978,Jun,New York,80.15,3.84,-1.177106099,2.66
6/13/1978,1978,Jun,North Carolina,88.97,2.23,0,2.23
6/13/1978,1978,Jun,North Dakota,76.91,3.96,1.303599854,5.26
6/13/1978,1978,Jun,Ohio,83.21,3.39,1.277318979,4.67
6/13/1978,1978,Jun,Oklahoma,92.03,2.92,1.697151286,4.62
6/13/1978,1978,Jun,Oregon,81.77,2.65,2.124200068,4.77
6/13/1978,1978,Jun,Pennsylvania,82.85,3.25,-1.278268482,1.97
6/13/1978,1978,Jun,Rhode Island,75.65,2.35,-1.753651829,0.6
6/13/1978,1978,Jun,South Carolina,88.97,4.58,1.814417494,6.39
6/13/1978,1978,Jun,South Dakota,81.05,1.84,0,1.84
6/13/1978,1978,Jun,Tennessee,87.89,1.74,1.713352436,3.45
6/13/1978,1978,Jun,Texas,101.39,2.99,0,2.99
6/13/1978,1978,Jun,Utah,98.51,0.7,0,0.7
6/13/1978,1978,Jun,Vermont,77.45,3.82,0,3.82
6/13/1978,1978,Jun,Virginia,88.79,1.14,1.422970034,2.56
6/13/1978,1978,Jun,Washington,82.49,3.12,2.555837471,5.68
6/13/1978,1978,Jun,West Virginia,84.29,1.58,1.346319937,2.93
6/13/1978,1978,Jun,Wisconsin,77.27,3.91,1.577388262,5.49
6/13/1978,1978,Jun,Wyoming,82.67,0.87,0.67124255,1.54
7/13/1978,1978,Jul,Alabama,93.29,5.39,-1.913030304,3.48
7/13/1978,1978,Jul,Arizona,113.99,1.24,0,1.24
7/13/1978,1978,Jul,Arkansas,94.73,4.54,0,4.54
7/13/1978,1978,Jul,California,119.03,0.1,0,0.1
7/13/1978,1978,Jul,Colorado,95.09,3.69,0,3.69
7/13/1978,1978,Jul,Connecticut,87.89,4.47,-1.749992199,2.72
7/13/1978,1978,Jul,Delaware,93.65,6.43,-1.581583976,4.85
7/13/1978,1978,Jul,District of Columbia,94.37,6.44,1.564456752,8
7/13/1978,1978,Jul,Florida,95.27,4.57,0,4.57
7/13/1978,1978,Jul,Georgia,94.37,4.77,0,4.77
7/13/1978,1978,Jul,Idaho,95.45,1.12,-1.094930677,0.03
7/13/1978,1978,Jul,Illinois,93.83,3.22,1.503040962,4.72
7/13/1978,1978,Jul,Indiana,91.31,3.27,0,3.27
7/13/1978,1978,Jul,Iowa,88.25,4.91,-1.963361456,2.95
7/13/1978,1978,Jul,Kansas,93.65,4.34,1.62301073,5.96
7/13/1978,1978,Jul,Kentucky,93.83,4.85,1.586495717,6.44
7/13/1978,1978,Jul,Louisiana,93.11,5.47,2.276327511,7.75
7/13/1978,1978,Jul,Maine,83.93,2.55,1.365409241,3.92
7/13/1978,1978,Jul,Maryland,95.27,6.09,1.446535456,7.54
7/13/1978,1978,Jul,Massachusetts,86.45,3.75,1.600615098,5.35
7/13/1978,1978,Jul,Michigan,86.63,3.59,0,3.59
7/13/1978,1978,Jul,Minnesota,83.21,5.31,-1.611734087,3.7
7/13/1978,1978,Jul,Mississippi,93.83,4.96,-2.041266881,2.92
7/13/1978,1978,Jul,Missouri,94.55,3.12,0,3.12
7/13/1978,1978,Jul,Montana,90.77,1.94,0.836228518,2.78
7/13/1978,1978,Jul,Nebraska,89.87,3.72,1.474480896,5.19
7/13/1978,1978,Jul,Nevada,113.81,0.19,0.57776999,0.77
